10.49.0.250,"flash:/c2960-lanlitek9-mz.122-50.SE3/c2960-lanlitek9-mz.122-50.SE3.bin"
10.49.0.251,"flash:c2960s-universalk9-mz.122-58.SE2.bin"
10.50.0.253,unreachible
10.50.0.254,"flash:c3900-universalk9-mz.SPA.152-3.T2.bin"
